     3.000      2.000      3.000      3.000      0.000      0.000      1.000      0.000      4.000      0.999      0.585     -2.353      0.330 1
     1.000      0.000      1.000      1.000      3.000      0.000      2.000      2.000      4.000     -1.133      0.317      0.739      0.326 1
     3.000      2.000      3.000      3.000      2.000      2.000      2.000      1.000      5.000      0.867      0.530     -0.297      0.595 1
     2.000      2.000      3.000      0.000      2.000      1.000      3.000      1.000      4.000     -0.178      0.299      0.355      0.340 1
     0.000      2.000      0.000      3.000      2.000      2.000      2.000      1.000      5.000     -1.072      0.294     -0.169      0.559 1
     2.000      0.000      2.000      2.000      2.000      1.000      1.000      1.000      5.000     -0.487      0.284     -1.084      0.349 1
     2.000      1.000      2.000      2.000      1.000      0.000      0.000      0.000      5.000     -0.307      0.281     -2.172      0.310 1
     2.000      2.000      2.000      3.000      3.000      2.000      2.000      2.000      5.000     -0.007      0.306      0.810      0.333 1
         *          *      1.000          *          *          *      3.000          *      3.000     -0.687      0.527      0.948      0.582 1
     2.000      2.000      2.000      2.000      2.000      0.000      2.000      1.000      5.000     -0.125      0.296     -0.566      0.566 1
     3.000      2.000      2.000      2.000      3.000      2.000      3.000      1.000      4.000      0.130      0.324      0.902      0.351 1
     1.000      0.000      0.000      0.000      2.000      1.000      2.000      0.000      5.000     -1.574      0.340     -0.986      0.373 1
     1.000      0.000      0.000      2.000      3.000      2.000      3.000      1.000      5.000     -1.294      0.321      0.924      0.355 1
     3.000      2.000      3.000      3.000      1.000      0.000      0.000      0.000      5.000      0.982      0.577     -2.196      0.310 1
     1.000      0.000      3.000      1.000      2.000      1.000      2.000      1.000      5.000     -0.649      0.298     -0.360      0.597 1
     2.000      1.000      2.000      2.000      2.000      2.000      0.000      0.000      5.000     -0.316      0.281     -1.615      0.287 1
     2.000      1.000      2.000      3.000      2.000      0.000      2.000      1.000      3.000     -0.211      0.287     -0.496      0.586 1
     1.000      1.000      2.000      2.000      0.000      0.000      0.000      0.000      5.000     -0.517      0.289     -2.700      0.402 1
     1.000      0.000      0.000      1.000      2.000      1.000      2.000      1.000      3.000     -1.404      0.328     -0.240      0.579 1
     0.000      0.000      0.000      0.000      2.000      0.000      2.000      1.000      5.000     -2.061      0.427     -0.436      0.598 1
     1.000      2.000      2.000      3.000      3.000      2.000      2.000      1.000      4.000     -0.240      0.305      0.583      0.318 1
     3.000      2.000      3.000      3.000      1.000      2.000      1.000      0.000      3.000      0.966      0.570     -1.761      0.323 1
     2.000      1.000      2.000      3.000      2.000      0.000      2.000      1.000      5.000     -0.213      0.287     -0.560      0.568 1
     2.000          *          *      2.000      3.000      0.000      2.000      1.000      5.000     -0.346      0.387      0.478      0.314 1
     2.000      1.000      2.000      2.000      2.000      0.000      2.000      1.000      3.000     -0.331      0.281     -0.488      0.588 1
     2.000      1.000      2.000      2.000      0.000      0.000      0.000      0.000      5.000     -0.299      0.281     -2.707      0.404 1
     3.000      0.000      3.000      1.000      2.000      0.000      2.000      1.000      5.000     -0.183      0.298     -0.562      0.567 1
     3.000      2.000      3.000      3.000      2.000      1.000      2.000      1.000      5.000      0.877      0.534     -0.466      0.590 1
     3.000      2.000      3.000      2.000      3.000      0.000      2.000      1.000      5.000      0.440      0.376      0.463      0.314 1
     0.000      0.000      1.000      0.000      3.000      2.000      2.000      1.000      5.000     -1.647      0.330      0.601      0.319 1
     0.000      1.000      0.000      0.000      1.000      1.000      2.000      1.000      5.000     -1.606      0.315     -1.256      0.310 1
     2.000      1.000      1.000      2.000      2.000      2.000      2.000      1.000      4.000     -0.534      0.287     -0.172      0.560 1
     2.000      1.000      1.000      2.000      2.000      1.000      2.000      1.000      4.000     -0.532      0.287     -0.333      0.596 1
     3.000      2.000      3.000      3.000      2.000      2.000      2.000      1.000      5.000      0.867      0.530     -0.297      0.595 1
         *          *          *          *      2.000      1.000      1.000      0.000      5.000      0.166      0.983     -1.360      0.308 1
     3.000      2.000      3.000      2.000      2.000      2.000      1.000      1.000      5.000      0.484      0.384     -1.051      0.355 1
     2.000      2.000      2.000      2.000      2.000      1.000      2.000      1.000      5.000     -0.128      0.296     -0.396      0.597 1
     1.000      1.000      2.000      2.000      2.000      1.000      2.000      1.000      4.000     -0.554      0.290     -0.332      0.595 1
     3.000      1.000      1.000      2.000      2.000      0.000      2.000      1.000      5.000     -0.309      0.294     -0.554      0.570 1
     2.000      1.000      2.000      2.000      2.000      1.000      2.000      1.000      5.000     -0.335      0.281     -0.382      0.597 1
     0.000      0.000      1.000          *      2.000      1.000      2.000      1.000      2.000     -1.467      0.342     -0.204      0.568 1
     3.000      2.000      3.000      3.000      2.000      1.000      2.000      1.000      4.000      0.880      0.535     -0.432      0.595 1
     3.000      2.000      2.000      3.000      2.000      2.000      2.000      1.000      2.000      0.365      0.361     -0.166      0.558 1
     2.000      2.000      3.000      3.000      1.000      0.000      1.000      0.000      5.000      0.286      0.328     -1.873      0.325 1
     2.000      1.000      2.000      2.000      2.000      2.000      1.000      1.000      5.000     -0.325      0.281     -1.031      0.358 1
     3.000      1.000      3.000      3.000      1.000      1.000      1.000      0.000      5.000      0.303      0.332     -1.814      0.324 1
     2.000      2.000      3.000      3.000      1.000      2.000      1.000      0.000      5.000      0.284      0.328     -1.767      0.323 1
     3.000      2.000      3.000      1.000      2.000      0.000      1.000      1.000      5.000      0.331      0.361     -1.164      0.338 1
         *      1.000      2.000      2.000      2.000      2.000      2.000      2.000      4.000     -0.353      0.342      0.320      0.360 1
     3.000      2.000      3.000      2.000      3.000      2.000      2.000      2.000      5.000      0.431      0.375      0.800      0.332 1
     3.000      2.000      3.000      3.000      2.000      1.000      1.000      1.000      3.000      0.924      0.553     -1.094      0.347 1
     3.000      0.000      3.000      3.000      2.000      0.000      1.000      1.000      5.000      0.085      0.316     -1.159      0.339 1
